,raceId,year,round,circuitId,name,date,time,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
1055,1071,2021,19,18,São Paulo Grand Prix,2021-11-14,,2021-11-12,,2021-11-13,,,,2021-11-12,,2021-11-13,
1056,1072,2021,21,77,Saudi Arabian Grand Prix,2021-12-05,,2021-12-03,,2021-12-03,,2021-12-04,,2021-12-04,,,
1057,1073,2021,22,24,Abu Dhabi Grand Prix,2021-12-12,,2021-12-10,,2021-12-10,,2021-12-11,,2021-12-11,,,
1058,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,,2022-03-25,,2022-03-25,,2022-03-26,,2022-03-26,,,
1059,1076,2022,3,1,Australian Grand Prix,2022-04-10,,2022-04-08,,2022-04-08,,2022-04-09,,2022-04-09,,,
1060,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,,2022-04-22,,2022-04-23,,,,2022-04-22,,2022-04-23,
1061,1078,2022,5,79,Miami Grand Prix,2022-05-08,,2022-05-06,,2022-05-06,,2022-05-07,,2022-05-07,,,
1062,1079,2022,6,4,Spanish Grand Prix,2022-05-22,,2022-05-20,,2022-05-20,,2022-05-21,,2022-05-21,,,
1063,1080,2022,7,6,Monaco Grand Prix,2022-05-29,,2022-05-27,,2022-05-27,,2022-05-28,,2022-05-28,,,
1064,1081,2022,8,73,Azerbaijan Grand Prix,2022-06-12,,2022-06-10,,2022-06-10,,2022-06-11,,2022-06-11,,,
1065,1082,2022,9,7,Canadian Grand Prix,2022-06-19,,2022-06-17,,2022-06-17,,2022-06-18,,2022-06-18,,,
1066,1083,2022,10,9,British Grand Prix,2022-07-03,,2022-07-01,,2022-07-01,,2022-07-02,,2022-07-02,,,
1067,1084,2022,11,70,Austrian Grand Prix,2022-07-10,,2022-07-08,,2022-07-09,,,,2022-07-08,,2022-07-09,
1068,1085,2022,12,34,French Grand Prix,2022-07-24,,2022-07-22,,2022-07-22,,2022-07-23,,2022-07-23,,,
1069,1086,2022,13,11,Hungarian Grand Prix,2022-07-31,,2022-07-29,,2022-07-29,,2022-07-30,,2022-07-30,,,
1070,1087,2022,14,13,Belgian Grand Prix,2022-08-28,,2022-08-26,,2022-08-26,,2022-08-27,,2022-08-27,,,
1071,1088,2022,15,39,Dutch Grand Prix,2022-09-04,,2022-09-02,,2022-09-02,,2022-09-03,,2022-09-03,,,
1072,1089,2022,16,14,Italian Grand Prix,2022-09-11,,2022-09-09,,2022-09-09,,2022-09-10,,2022-09-10,,,
1073,1091,2022,17,15,Singapore Grand Prix,2022-10-02,,2022-09-30,,2022-09-30,,2022-10-01,,2022-10-01,,,
1074,1092,2022,18,22,Japanese Grand Prix,2022-10-09,,2022-10-07,,2022-10-07,,2022-10-08,,2022-10-08,,,
1075,1093,2022,19,69,United States Grand Prix,2022-10-23,,2022-10-21,,2022-10-21,,2022-10-22,,2022-10-22,,,
1076,1094,2022,20,32,Mexico City Grand Prix,2022-10-30,,2022-10-28,,2022-10-28,,2022-10-29,,2022-10-29,,,
1077,1095,2022,21,18,São Paulo Grand Prix,2022-11-13,,2022-11-11,,2022-11-12,,,,2022-11-11,,2022-11-12,
1078,1096,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,,2022-11-18,,2022-11-18,,2022-11-19,,2022-11-19,,,
1079,1098,2023,1,3,Bahrain Grand Prix,2023-03-05,,2023-03-03,,2023-03-03,,2023-03-04,,2023-03-04,,,
1080,1099,2023,2,77,Saudi Arabian Grand Prix,2023-03-19,,2023-03-17,,2023-03-17,,2023-03-18,,2023-03-18,,,
1081,1100,2023,3,1,Australian Grand Prix,2023-04-02,,2023-03-31,,2023-03-31,,2023-04-01,,2023-04-01,,,
1082,1101,2023,4,73,Azerbaijan Grand Prix,2023-04-30,,2023-04-28,,2023-04-29,,,,2023-04-28,,2023-04-29,
1083,1102,2023,5,79,Miami Grand Prix,2023-05-07,,2023-05-05,,2023-05-05,,2023-05-06,,2023-05-06,,,
1084,1104,2023,6,6,Monaco Grand Prix,2023-05-28,,2023-05-26,,2023-05-26,,2023-05-27,,2023-05-27,,,
1085,1105,2023,7,4,Spanish Grand Prix,2023-06-04,,2023-06-02,,2023-06-02,,2023-06-03,,2023-06-03,,,
1086,1106,2023,8,7,Canadian Grand Prix,2023-06-18,,2023-06-16,,2023-06-16,,2023-06-17,,2023-06-17,,,
1087,1107,2023,9,70,Austrian Grand Prix,2023-07-02,,2023-06-30,,2023-07-01,,,,2023-06-30,,2023-07-01,
1088,1108,2023,10,9,British Grand Prix,2023-07-09,,2023-07-07,,2023-07-07,,2023-07-08,,2023-07-08,,,
1089,1109,2023,11,11,Hungarian Grand Prix,2023-07-23,,2023-07-21,,2023-07-21,,2023-07-22,,2023-07-22,,,
1090,1110,2023,12,13,Belgian Grand Prix,2023-07-30,,2023-07-28,,2023-07-29,,,,2023-07-28,,2023-07-29,
1091,1111,2023,13,39,Dutch Grand Prix,2023-08-27,,2023-08-25,,2023-08-25,,2023-08-26,,2023-08-26,,,
1092,1112,2023,14,14,Italian Grand Prix,2023-09-03,,2023-09-01,,2023-09-01,,2023-09-02,,2023-09-02,,,
1093,1113,2023,15,15,Singapore Grand Prix,2023-09-17,,2023-09-15,,2023-09-15,,2023-09-16,,2023-09-16,,,
1094,1114,2023,16,22,Japanese Grand Prix,2023-09-24,,2023-09-22,,2023-09-22,,2023-09-23,,2023-09-23,,,
1095,1115,2023,17,78,Qatar Grand Prix,2023-10-08,,2023-10-06,,2023-10-07,,,,2023-10-06,,2023-10-07,
1096,1116,2023,18,69,United States Grand Prix,2023-10-22,,2023-10-20,,2023-10-21,,,,2023-10-20,,2023-10-21,
1097,1117,2023,19,32,Mexico City Grand Prix,2023-10-29,,2023-10-27,,2023-10-27,,2023-10-28,,2023-10-28,,,
1098,1118,2023,20,18,São Paulo Grand Prix,2023-11-05,,2023-11-03,,2023-11-04,,,,2023-11-03,,2023-11-04,
1099,1119,2023,21,80,Las Vegas Grand Prix,2023-11-19,,2023-11-16,,2023-11-16,,2023-11-17,,2023-11-17,,,
1100,1120,2023,22,24,Abu Dhabi Grand Prix,2023-11-26,,2023-11-24,,2023-11-24,,2023-11-25,,2023-11-25,,,
1101,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,,2024-02-29,,2024-02-29,,2024-03-01,,2024-03-01,,,
1102,1122,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,,2024-03-07,,2024-03-07,,2024-03-08,,2024-03-08,,,
1103,1123,2024,3,1,Australian Grand Prix,2024-03-24,,2024-03-22,,2024-03-22,,2024-03-23,,2024-03-23,,,
1104,1124,2024,4,22,Japanese Grand Prix,2024-04-07,,2024-04-05,,2024-04-05,,2024-04-06,,2024-04-06,,,
1105,1125,2024,5,17,Chinese Grand Prix,2024-04-21,,2024-04-19,,2024-04-19,,,,2024-04-20,,2024-04-20,
1106,1126,2024,6,79,Miami Grand Prix,2024-05-05,,2024-05-03,,2024-05-03,,,,2024-05-04,,2024-05-04,
1107,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,,2024-05-17,,2024-05-17,,2024-05-18,,2024-05-18,,,
1108,1128,2024,8,6,Monaco Grand Prix,2024-05-26,,2024-05-24,,2024-05-24,,2024-05-25,,2024-05-25,,,
1109,1129,2024,9,7,Canadian Grand Prix,2024-06-09,,2024-06-07,,2024-06-07,,2024-06-08,,2024-06-08,,,
1110,1130,2024,10,4,Spanish Grand Prix,2024-06-23,,2024-06-21,,2024-06-21,,2024-06-22,,2024-06-22,,,
1111,1131,2024,11,70,Austrian Grand Prix,2024-06-30,,2024-06-28,,2024-06-28,,,,2024-06-29,,2024-06-29,
1112,1132,2024,12,9,British Grand Prix,2024-07-07,,2024-07-05,,2024-07-05,,2024-07-06,,2024-07-06,,,
1113,1133,2024,13,11,Hungarian Grand Prix,2024-07-21,,2024-07-19,,2024-07-19,,2024-07-20,,2024-07-20,,,
1114,1134,2024,14,13,Belgian Grand Prix,2024-07-28,,2024-07-26,,2024-07-26,,2024-07-27,,2024-07-27,,,
1115,1135,2024,15,39,Dutch Grand Prix,2024-08-25,,2024-08-23,,2024-08-23,,2024-08-24,,2024-08-24,,,
1116,1136,2024,16,14,Italian Grand Prix,2024-09-01,,2024-08-30,,2024-08-30,,2024-08-31,,2024-08-31,,,
1117,1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,,2024-09-13,,2024-09-13,,2024-09-14,,2024-09-14,,,
1118,1138,2024,18,15,Singapore Grand Prix,2024-09-22,,2024-09-20,,2024-09-20,,2024-09-21,,2024-09-21,,,
1119,1139,2024,19,69,United States Grand Prix,2024-10-20,,2024-10-18,,2024-10-18,,,,2024-10-19,,2024-10-19,
1120,1140,2024,20,32,Mexico City Grand Prix,2024-10-27,,2024-10-25,,2024-10-25,,2024-10-26,,2024-10-26,,,
1121,1141,2024,21,18,São Paulo Grand Prix,2024-11-03,,2024-11-01,,2024-11-01,,,,2024-11-02,,2024-11-02,
1122,1142,2024,22,80,Las Vegas Grand Prix,2024-11-23,,2024-11-21,,2024-11-21,,2024-11-22,,2024-11-22,,,
1123,1143,2024,23,78,Qatar Grand Prix,2024-12-01,,2024-11-29,,2024-11-29,,,,2024-11-30,,2024-11-30,
1124,1144,2024,24,24,Abu Dhabi Grand Prix,2024-12-08,,2024-12-06,,2024-12-06,,2024-12-07,,2024-12-07,,,
